speaker_id	vowel_id	context	F1	F2	F3	F1_glide	F2_glide	F3_glide
finf02	E		763.1992194163	1613.8399284925	2577.4752779797			
finf02	o		471.7069856372	1032.26754781	2667.1724500303			
finf02	E		565.6342982791	1318.5173602462	2008.1395933582			
finf02	a		458.5868916591	1268.3833870638	2272.8498621234			
finf02	A		745.8332709819	1162.7110638802	2247.8290564593			
finf02	e		532.9277354274	1918.4360228664	2674.6652741843			
finf02	i		365.2001610652	2441.9325578993	3233.3582652502			
finf02	E		633.9526019735	1439.3997988298	2210.8273634562			
finf02	o		482.9820458854	1072.4295022672	2649.8017515552			
finf02	i		364.9426626442	2412.5961152503	3257.7541176668			
finf02	E		591.8801897778	1450.8555138953	2261.3012146392			
finf02	o		425.0156863411	1077.6047947147	2518.8453897268			
finf02	a		869.1786466646	1257.2695144341	2548.8016086622			
finf02	A		622.2689719633	1278.0081728686	2361.8839238218			
finf02	e		396.1101452437	1840.712079973	2640.3314654137			
finf02	I		354.9625130613	2409.641365489	3417.4103825135			
finf02	a		835.6660305359	1321.3178538321	2622.6740633746			
finf02	E		543.1355384114	2106.7442180308	2936.1603119303			
finf02	e		577.4153138241	2104.5025594802	3058.4799220089			
finf02	E		408.3875721952	2128.1263335391	2645.1484902293			
finf02	a		398.8582712785	1321.244617849	2272.1284730886			
finf02	A		713.4365595106	1199.3664407737	2365.4061942281			
finf02	o		443.1532563235	976.3653444366	2582.0246723515			
finf02	o		458.612001575	896.4711159604	2926.3807806036			
finf02	A		638.2421345182	1198.0690051497	2268.2162531676			
finf02	o		429.1913152083	1090.2149237563	2513.6631614588			
finf02	o		485.9416667446	1126.5784104506	2758.3541708335			
finf02	A		587.6442902655	1173.4297285512	2424.6010696306			
finf02	o		334.2690114414	952.9701013575	2217.6278443485			
finf02	O		510.5535717723	892.7845237749	2326.3751332271			
finf02	o		373.8765749307	1135.4589227232	2513.3598365236			
finf02	a		632.6473439677	1261.8237685879	2398.9391497772			
finf02	O		458.9087228428	955.0722497401	2426.9289905154			
finf02	e		383.5702154501	1620.6029723223	2431.9157376149			
finf02	A		774.1073683338	1260.9492343221	2273.7857339869			
finf02	o		434.9677373204	1039.1493366572	2530.0325466303			
finf02	a		625.980850211	1262.9886126079	2418.3703541536			
finf02	O		590.135648852	961.9629300825	2259.2633220141			
finf02	o		407.942860285	1080.5985332961	2292.3826780998			
finf02	U		342.0744393159	1223.4285129433	3085.00994997			
finf02	o		434.3053288686	1021.1482415268	2424.3585845573			
finf02	E		558.9657168493	1753.5775222316	2393.6929628024			
finf02	o		540.7733567438	1068.9192738264	2609.3279872046			
finf02	a		752.8714919785	1308.8756450198	2300.0123521034			
finf02	A		883.6335800582	1236.5818655345	2232.2987022679			
finf02	o		332.3247443461	1143.507181281	2670.0893163222			
finf02	U		358.4312967028	978.9615483324	2784.1698439669			
finf02	o		390.1858327507	1013.2317552982	2639.8925417792			
finf02	E		475.8636876408	2012.0068869995	2748.3550972755			
finf02	o		501.7930454663	1067.9608015124	2494.3045985592			
finf02	a		596.0278066606	1203.6686834307	2462.8987430446			
finf02	u		370.8313772988	1135.3906058237	2652.9324702811			
finf02	j		466.1670756174	1970.4846663475	2760.1493736791			
finf02	A		727.9539608198	1235.6666767764	2541.2204185474			
finf02	e		494.0632861115	1977.493750965	2697.5622506756			
finf02	E		423.5582371418	2207.3562564211	2789.7448512695			
finf02	o		497.4844957046	1022.0594036339	2375.3435465948			
finf02	a		668.1695338473	1241.9790870683	2226.1305149577			
finf02	E		425.1202042633	2244.2224534436	2922.0160244196			
finf02	i		363.4487545966	2381.4468297481	3216.4964234653			
finf02	o		438.5935230783	1169.3610515495	2690.0577855061			
finf02	e		453.1795820546	1784.8327987038	2590.8606900332			
finf02	w		386.3731105736	943.1000364719	2238.3089739916			
finf02	E		498.6634531515	1566.1947181323	2238.3721517963			
finf02	a		408.8995733732	1254.9449660144	2476.1657369181			
finf02	O		455.0135029088	803.1266407978	2796.3704598862			
finf02	a		523.8280053836	1255.38045706	2142.0553947736			
finf02	O		521.0006685404	821.6213803925	2354.1869790031			
finf02	a		594.5847247715	1248.7916650119	2395.8161823478			
finf02	e		532.0098229913	1589.3538371744	2426.774875287			
finf02	U		345.4281011496	1217.9458245737	3093.8906138981			
finf02	o		414.2027214814	1015.5444504001	2594.9588275728			
finf02	A		741.136143718	1273.3418114501	2318.2856160638			
finf02	o		384.9401846204	966.5858104238	2606.719216135			
finf02	A		820.3825203019	1299.3688156303	2409.4653508641			
finf02	a		713.667749622	1349.1763768853	2235.1500541294			
finf02	i		352.0487018812	2367.6071376957	3443.3978909909			
finf02	u		380.2881409978	993.8163441782	2705.8417641757			
finf02	E		449.2153159744	1825.918688016	2234.9121313762			
finf02	a		468.5726959221	1253.2649567318	2245.0302494107			
finf02	o		455.9967296304	846.9607921697	2841.5478117139			
finf02	A		822.0165662511	1249.4783656102	2735.2393164063			
finf02	e		398.3717283762	2025.2448767086	2228.194959071			
finf02	A		926.6500427753	1205.8076382962	2547.4533525676			
finf02	a		957.4982054803	1339.2544599031	2612.596211709			
finf02	i		350.7191315363	2194.6417058322	2832.3261809231			
finf02	E		402.0957278884	1990.6033854506	2703.6292285634			
finf02	e		353.5641522397	1593.1650632699	2217.7557826804			
finf02	A		888.2534493327	1297.6859041618	2634.0626057549			
finf02	o		483.0235017735	891.6217419454	2737.9154367083			
finf02	E		596.1204216481	1962.3925840809	2731.7117178898			
finf02	e		479.3403875104	1737.435307805	2607.251269466			
finf02	u		358.0489472973	890.5079747183	2914.5427496331			
finf02	U		382.4315604977	772.877918656	2310.0959895071			
finf02	a		399.0559991961	1257.5006876842	2031.2172657428			
finf02	o		517.9642774472	950.6625957581	2768.441072502			
finf02	A		610.6107302785	1238.9535680222	2651.0042701963			
finf02	o		477.9230399536	979.367614022	2438.927230758			
finf02	a		843.733679859	1281.0744407047	2478.3635488948			
finf02	E		516.5406026068	2046.4868285808	2773.5437974976			
finf02	a		472.4405753161	1250.9900364244	2404.0985926611			
finf02	u		352.9049261655	997.3649487273	2749.8978727188			
finf02	I		316.0914349457	2269.2309103127	2728.708243757			
finf02	a		478.3783109166	1314.2502351258	2393.3945861949			
finf02	A		725.3539785295	1217.235914994	2264.5806409684			
finf02	a		844.5518873074	1327.1672030785	2732.1992225773			
finf02	a		494.3259815871	1068.8473162788	1918.206801568			
finf02	O		469.6122310724	811.6182956662	2461.4083655632			
finf02	a		583.68828423	1320.5293897471	2198.4785816545			
finf02	i		364.9749123708	1334.1851531599	3207.7805081215			
finf02	A		696.3856051102	1212.1054433265	2409.4198770614			
finf02	e		458.7877355443	1974.2467172931	2686.7871714492			
finf02	I		373.1943532994	2527.3626800955	3409.0337082477			
finf02	O		592.2654376872	957.5059396859	2378.3032864067			
finf02	e		418.9809585001	1669.6227444122	2359.2471172003			
finf02	E		458.7605453966	2120.3988396643	2803.5104312907			
finf02	A		736.4629589606	1282.4918315822	2316.0124063034			
finf02	i		390.5171046163	2315.2387459018	2975.693009862			
finf02	A		923.9876437212	1234.8110747522	2432.348207712			
finf02	A		864.4425548183	1237.8625980284	2432.445648114			
finf02	i		388.6582435114	2312.8959957297	2812.3855009689			
finf02	i		350.7666163483	2438.3544177096	3212.4022277339			
finf02	O		460.2194345884	842.9546690227	2698.656043062			
finf02	a		573.5547815524	1274.2042995082	2337.434701174			
finf02	O		546.0019895128	971.1584772467	2305.25151159			
finf02	o		519.7392687278	969.5877461257	2508.5816462813			
finf02	i		370.4123591517	1448.9230626335	2897.6262481011			
finf02	E		589.8961351703	1675.6286179957	2776.0471623639			
finf02	o		534.1382518184	1066.6999517106	2611.6642939422			
finf02	a		760.5882687417	1327.5030793745	2650.9169939564			
finf02	O		444.868343965	863.9439843992	2856.7811928585			
finf02	i		357.1598827007	1494.125201235	2770.4083343272			
finf02	i		323.4340597812	2489.4811106981	2705.9940471299			
finf02	u		322.7574333381	841.80429577	2732.1949415424			
finf02	I		298.9732157806	2328.4894611451	2669.1335500196			
finf02	e		571.1562833558	1736.8493300075	2227.0581866939			
finf02	O		559.1519383652	956.1099550572	2483.3579339893			
finf02	i		312.2097345744	2200.4125375367	2805.9412674894			
finf02	i		409.1347482712	2169.1999367739	2408.4443855927			
finf02	E		412.6849789788	2269.6250062926	3197.6565686795			
finf02	a		736.9805585531	1292.6043645614	2689.3819206062			
finf02	I		280.0724593235	2313.9348175039	2959.9590045702			
finf02	A		864.9206293595	1297.0677949176	2710.1011393523			
finf02	a		836.3192291857	1320.3923079059	2751.6317337168			
finf02	U		430.3441879601	831.2312108129	2916.3198355583			
finf02	i		336.2876871277	2058.0506572057	2526.9490917954			
finf02	i		366.0054591922	2084.5480662572	3434.901698874			
finf02	O		540.7704906964	896.6575444674	2475.9918696752			
finf02	i		387.3040935239	2157.5810880849	2480.2020438056			
finf02	o		491.04708111	1008.9453431716	2586.6438162929			
finf02	a		830.0429281743	1154.2343521285	2702.8582119117			
finf02	u		366.7713052111	1140.6351723905	3039.1392174678			
finf02	A		850.5525001035	1225.881291043	2457.9432297029			
finf02	e		419.770602639	1978.5715564053	2525.8175836593			
finf02	E		656.272033151	1936.9524938353	2680.1891984559			
finf02	e		510.56104399	1630.3137248583	2409.3013049485			
finf02	U		411.7865163399	882.3624561283	3122.7526148555			
finf02	e		542.0302888174	1713.1440036235	2338.0065910757			
finf02	a		909.6005547821	1256.6437298728	2626.1020358001			
finf02	u		376.2219117918	1022.2390624457	2636.7016374727			
finf02	I		328.1572892155	2172.9367364707	2628.0882231008			
finf02	a		503.8961820122	1279.7201198981	2618.7731975446			
finf02	I		282.9346607506	2443.8359789765	3326.3325297514			
finf02	o		429.592338244	918.4393394042	2678.084314666			
finf02	I		300.3862327153	2398.9593726097	3414.8799485973			
finf02	o		527.8960611354	1066.7684064216	2632.9470297993			
finf02	A		883.084337056	1281.0238473439	2392.718073218			
finf02	a		643.2476075603	1241.1006692053	2819.7125768842			
finf02	u		361.1279496879	796.6890716583	2735.9382026307			
finf02	i		338.8175277632	2211.4339319054	2526.4357752502			
finf02	e		516.5276270022	1801.6084254199	2462.5293704989			
finf02	u		397.6575476089	1023.5110855364	2997.3077440336			
finf02	I		320.5057779764	2242.2857013806	2602.6900251589			
finf02	a		566.0359129439	1363.461430884	2199.9196382305			
